Country,Continent,Hemisphere,Month,Year,Season
Usa,North America,North,6,2012,Summer
Usa,North America,North,6,2012,Summer
Usa,North America,North,6,2012,Summer
Usa,North America,North,6,2012,Summer
Australia,Oceania,South,6,2012,Winter
Italy,Europe,North,6,2012,Summer
Australia,Oceania,South,6,2012,Winter
Usa,North America,North,6,2012,Summer
Usa,North America,North,6,2012,Summer
Usa,North America,North,5,2012,Spring
Mexico,North America,North,5,2012,Spring
Usa,North America,North,5,2012,Spring
Usa,North America,North,5,2012,Spring
Fiji,Oceania,South,5,2012,Autumn
Usa,North America,North,5,2012,Spring
Usa,North America,North,5,2012,Spring
Usa,North America,North,5,2012,Spring
Usa,North America,North,4,2012,Spring
South Africa,Africa,South,4,2012,Autumn
Australia,Oceania,South,4,2012,Autumn
Usa,North America,North,4,2012,Spring
Australia,Oceania,South,3,2012,Autumn
Usa,North America,North,3,2012,Spring
Australia,Oceania,South,3,2012,Autumn
Australia,Oceania,South,3,2012,Autumn
Usa,North America,North,3,2012,Spring
Usa,North America,North,3,2012,Spring
Usa,North America,North,3,2012,Spring
New Zealand,Oceania,South,3,2012,Autumn
Australia,Oceania,South,3,2012,Autumn
Reunion,Africa,South,3,2012,Autumn
Usa,North America,North,3,2012,Spring
Saudi Arabia,Asia,North,3,2012,Spring
Chile,South America,South,3,2012,Autumn
Usa,North America,North,2,2012,Winter
Australia,Oceania,South,2,2012,Summer
South Africa,Africa,South,2,2012,Summer
Australia,Oceania,South,2,2012,Summer
Usa,North America,North,1,2012,Winter
Australia,Oceania,South,1,2012,Summer
Taiwan,Asia,North,1,2012,Winter
Australia,Oceania,South,1,2012,Summer
South Africa,Africa,South,1,2012,Summer
Usa,North America,North,1,2012,Winter
Australia,Oceania,South,1,2012,Summer
Australia,Oceania,South,1,2012,Summer
Usa,North America,North,12,2011,Winter
Ecuador,South America,South,12,2011,Summer
Usa,North America,North,12,2011,Winter
Usa,North America,North,12,2011,Winter
South Africa,Africa,South,12,2011,Summer
Australia,Oceania,South,12,2011,Summer
South Africa,Africa,South,12,2011,Summer
Australia,Oceania,South,12,2011,Summer
Usa,North America,North,12,2011,Winter
Australia,Oceania,South,12,2011,Summer
Australia,Oceania,South,12,2011,Summer
Indonesia,Asia,North,11,2011,Autumn
Australia,Oceania,South,11,2011,Spring
Usa,North America,North,11,2011,Autumn
Brazil,South America,South,11,2011,Spring
Reunion,Africa,South,11,2011,Spring
Australia,Oceania,South,10,2011,Spring
Usa,North America,North,10,2011,Autumn
Australia,Oceania,South,10,2011,Spring
Usa,North America,North,10,2011,Autumn
Usa,North America,North,10,2011,Autumn
Australia,Oceania,South,10,2011,Spring
Reunion,Africa,South,10,2011,Spring
Usa,North America,North,10,2011,Autumn
Usa,North America,North,10,2011,Autumn
Usa,North America,North,9,2011,Autumn
Dominican Republic,North America,North,9,2011,Autumn
South Africa,Africa,South,9,2011,Spring
Usa,North America,North,9,2011,Autumn
Usa,North America,North,9,2011,Autumn
Usa,North America,North,9,2011,Autumn
Reunion,Africa,South,9,2011,Spring
Kenya,Africa,South,9,2011,Spring
Usa,North America,North,9,2011,Autumn
Usa,North America,North,9,2011,Autumn
Papua New Guinea,Oceania,South,9,2011,Spring
Usa,North America,North,9,2011,Autumn
Australia,Oceania,South,9,2011,Spring
Usa,North America,North,9,2011,Autumn
Usa,North America,North,8,2011,Summer
Australia,Oceania,South,8,2011,Winter
Usa,North America,North,8,2011,Summer
Russia,Europe,North,8,2011,Summer
South Africa,Africa,South,8,2011,Winter
Russia,Europe,North,8,2011,Summer
Usa,North America,North,8,2011,Summer
Usa,North America,North,8,2011,Summer
Russia,Europe,North,8,2011,Summer
French Polynesia,Oceania,South,8,2011,Winter
Seychelles,Africa,South,8,2011,Winter
Usa,North America,North,8,2011,Summer
Seychelles,Africa,South,8,2011,Winter
Brazil,South America,South,7,2011,Winter
Philippines,Asia,North,7,2011,Summer
Usa,North America,North,7,2011,Summer
South Africa,Africa,South,7,2011,Winter
Usa,North America,North,7,2011,Summer
Reunion,Africa,South,7,2011,Winter
Usa,North America,North,7,2011,Summer
Bahamas,North America,North,7,2011,Summer
Usa,North America,North,7,2011,Summer
Usa,North America,North,7,2011,Summer
Reunion,Africa,South,7,2011,Winter
Columbia,South America,South,7,2011,Winter
Turks & Caicos,North America,North,6,2011,Summer
Brazil,South America,South,6,2011,Winter
South Africa,Africa,South,6,2011,Winter
Usa,North America,North,6,2008,Summer
Usa,North America,North,6,2011,Summer
Usa,North America,North,6,2011,Summer
Turks & Caicos,North America,North,6,2011,Summer
Costa Rica,North America,North,6,2011,Summer
Reunion,Africa,South,6,2011,Winter
Usa,North America,North,6,2011,Summer
Usa,North America,North,6,2011,Summer
Usa,North America,North,6,2011,Summer
Malaysia,Asia,North,6,2011,Summer
Usa,North America,North,5,2011,Spring
South Africa,Africa,South,5,2011,Autumn
Usa,North America,North,5,2011,Spring
Usa,North America,North,5,2011,Spring
South Africa,Africa,South,5,2011,Autumn
Usa,North America,North,5,2011,Spring
New Caledonia,Oceania,South,5,2011,Autumn
Usa,North America,North,5,2011,Spring
Usa,North America,North,5,2011,Spring
South Africa,Africa,South,5,2011,Autumn
Usa,North America,North,4,2011,Spring
Australia,Oceania,South,4,2011,Autumn
Usa,North America,North,4,2011,Spring
New Zealand,Oceania,South,4,2011,Autumn
Indonesia,Asia,North,4,2011,Spring
Fiji,Oceania,South,4,2011,Autumn
Mexico,North America,North,3,2011,Spring
Australia,Oceania,South,3,2011,Autumn
Mexico,North America,North,3,2011,Spring
Fiji,Oceania,South,3,2011,Autumn
Australia,Oceania,South,3,2011,Autumn
Australia,Oceania,South,3,2011,Autumn
New Caledonia,Oceania,South,2,2011,Summer
Reunion,Africa,South,2,2011,Summer
Australia,Oceania,South,2,2011,Summer
Australia,Oceania,South,2,2011,Summer
Australia,Oceania,South,2,2011,Summer
South Africa,Africa,South,2,2011,Summer
Mexico,North America,North,1,2011,Winter
Mexico,North America,North,1,2011,Winter
Bahamas,North America,North,1,2011,Winter
Australia,Oceania,South,1,2011,Summer
South Africa,Africa,South,1,2011,Summer
Australia,Oceania,South,1,2011,Summer
Usa,North America,North,12,2010,Winter
Fiji,Oceania,South,12,2010,Summer
Usa,North America,North,12,2010,Winter
Egypt,Africa,South,12,2010,Summer
Egypt,Africa,South,12,2010,Summer
Egypt,Africa,South,12,2010,Summer
Egypt,Africa,South,11,2010,Spring
Egypt,Africa,South,11,2010,Spring
Australia,Oceania,South,11,2010,Spring
Usa,North America,North,11,2010,Autumn
Dominican Republic,North America,North,11,2010,Autumn
Indonesia,Asia,North,11,2010,Autumn
Australia,Oceania,South,10,2010,Spring
Usa,North America,North,10,2010,Autumn
Azores,Europe,North,10,2010,Autumn
Usa,North America,North,10,2010,Autumn
Australia,Oceania,South,10,2010,Spring
Usa,North America,North,10,2010,Autumn
Egypt,Africa,South,10,2010,Spring
Australia,Oceania,South,10,2010,Spring
Bahamas,North America,North,10,2010,Autumn
Bahamas,North America,North,10,2010,Autumn
South Africa,Africa,South,10,2010,Spring
Usa,North America,North,9,2010,Autumn
Usa,North America,North,9,2010,Autumn
South Africa,Africa,South,9,2010,Spring
Usa,North America,North,9,2010,Autumn
Usa,North America,North,9,2010,Autumn
Usa,North America,North,9,2010,Autumn
Solomon Islands,Oceania,South,9,2010,Spring
Bahamas,North America,North,8,2010,Summer
Usa,North America,North,8,2010,Summer
Australia,Oceania,South,8,2010,Winter
Usa,North America,North,8,2010,Summer
Australia,Oceania,South,8,2010,Winter
South Korea,Asia,North,8,2010,Summer
Australia,Oceania,South,8,2010,Winter
Usa,North America,North,8,2010,Summer
Malta,Europe,North,8,2010,Summer
Usa,North America,North,8,2010,Summer
Usa,North America,North,8,2010,Summer
Usa,North America,North,8,2010,Summer
Usa,North America,North,7,2010,Summer
Usa,North America,North,7,2010,Summer
Usa,North America,North,7,2010,Summer
Usa,North America,North,7,2010,Summer
Usa,North America,North,7,2010,Summer
Spain,Europe,North,7,2010,Summer
Usa,North America,North,7,2010,Summer
Usa,North America,North,7,2010,Summer
South Africa,Africa,South,7,2010,Winter
Usa,North America,North,7,2010,Summer
Usa,North America,North,7,2010,Summer
Usa,North America,North,7,2010,Summer
Usa,North America,North,6,2010,Summer
Usa,North America,North,6,2010,Summer
Usa,North America,North,6,2010,Summer
Vietnam,Asia,North,6,2010,Summer
Usa,North America,North,6,2010,Summer
Australia,Oceania,South,6,2010,Winter
Usa,North America,North,5,2010,Spring
Vietnam,Asia,North,5,2010,Spring
Vietnam,Asia,North,5,2010,Spring
Australia,Oceania,South,5,2010,Autumn
Madagascar,Africa,South,5,2010,Autumn
Usa,North America,North,5,2010,Spring
Usa,North America,North,4,2010,Spring
Usa,North America,North,4,2010,Spring
South Africa,Africa,South,4,2010,Autumn
Egypt,Africa,South,4,2010,Autumn
South Africa,Africa,South,2,2010,Summer
Fiji,Oceania,South,2,2010,Summer
Australia,Oceania,South,2,2010,Summer
Australia,Oceania,South,2,2010,Summer
Australia,Oceania,South,2,2010,Summer
Usa,North America,North,2,2010,Winter
Guam,Oceania,South,2,2010,Summer
Usa,North America,North,2,2010,Winter
New Zealand,Oceania,South,2,2010,Summer
Brazil,South America,South,1,2010,Summer
Australia,Oceania,South,1,2010,Summer
United Arab Emirates (uae),Asia,North,1,2010,Winter
Australia,Oceania,South,1,2010,Summer
South Africa,Africa,South,1,2010,Summer
Australia,Oceania,South,1,2010,Summer
Vietnam,Asia,North,1,2010,Winter
Vietnam,Asia,North,1,2010,Winter
Vietnam,Asia,North,1,2010,Winter
Usa,North America,North,1,2010,Winter
South Africa,Africa,South,1,2010,Summer
South Africa,Africa,South,12,2009,Summer
Australia,Oceania,South,12,2009,Summer
Mozambique,Africa,South,12,2009,Summer
Australia,Oceania,South,12,2009,Summer
Australia,Oceania,South,12,2009,Summer
South Africa,Africa,South,12,2009,Summer
South Africa,Africa,South,12,2009,Summer
New Zealand,Oceania,South,12,2009,Summer
Australia,Oceania,South,12,2009,Summer
Australia,Oceania,South,12,2009,Summer
Usa,North America,North,12,2009,Winter
Usa,North America,North,11,2009,Autumn
Usa,North America,North,11,2009,Autumn
Usa,North America,North,11,2009,Autumn
Usa,North America,North,11,2009,Autumn
Usa,North America,North,11,2009,Autumn
Usa,North America,North,11,2009,Autumn
Australia,Oceania,South,11,2009,Spring
Usa,North America,North,11,2009,Autumn
Australia,Oceania,South,10,2009,Spring
Australia,Oceania,South,10,2009,Spring
Usa,North America,North,10,2009,Autumn
Usa,North America,North,10,2009,Autumn
Panama,North America,North,10,2009,Autumn
Scotland,Europe,North,10,2009,Autumn
Usa,North America,North,10,2009,Autumn
United Kingdom,Europe,North,10,2009,Autumn
Usa,North America,North,9,2009,Autumn
Vietnam,Asia,North,9,2009,Autumn
Somalia,Africa,South,9,2009,Spring
Brazil,South America,South,9,2009,Spring
Usa,North America,North,9,2009,Autumn
Brazil,South America,South,9,2009,Spring
Nevis,North America,North,9,2009,Autumn
Solomon Islands,Oceania,South,9,2009,Spring
Usa,North America,North,8,2009,Summer
South Africa,Africa,South,8,2009,Winter
Usa,North America,North,8,2009,Summer
South Africa,Africa,South,8,2009,Winter
Usa,North America,North,8,2009,Summer
Usa,North America,North,8,2009,Summer
Usa,North America,North,8,2009,Summer
Australia,Oceania,South,7,2009,Winter
Vietnam,Asia,North,7,2009,Summer
Usa,North America,North,7,2009,Summer
Spain,Europe,North,7,2009,Summer
Usa,North America,North,7,2009,Summer
Usa,North America,North,7,2009,Summer
Vietnam,Asia,North,7,2009,Summer
Bahamas,North America,North,7,2009,Summer
Usa,North America,North,7,2009,Summer
South Africa,Africa,South,7,2009,Winter
Usa,North America,North,7,2009,Summer
Usa,North America,North,7,2009,Summer
Australia,Oceania,South,6,2009,Winter
Usa,North America,North,6,2009,Summer
Usa,North America,North,6,2009,Summer
Egypt,Africa,South,6,2009,Winter
Egypt,Africa,South,6,2009,Winter
Egypt,Africa,South,6,2009,Winter
Taiwan,Asia,North,5,2009,Spring
Usa,North America,North,5,2009,Spring
Usa,North America,North,5,2009,Spring
Usa,North America,North,5,2009,Spring
Usa,North America,North,5,2009,Spring
Guam,Oceania,South,5,2009,Autumn
Bahamas,North America,North,3,2009,Spring
Usa,North America,North,4,2009,Spring
Usa,North America,North,4,2009,Spring
Philippines,Asia,North,4,2009,Spring
Usa,North America,North,4,2009,Spring
Usa,North America,North,4,2009,Spring
Usa,North America,North,4,2009,Spring
Australia,Oceania,South,4,2009,Autumn
South Africa,Africa,South,4,2009,Autumn
Usa,North America,North,4,2009,Spring
Usa,North America,North,4,2009,Spring
South Africa,Africa,South,3,2009,Autumn
South Africa,Africa,South,3,2009,Autumn
Australia,Oceania,South,3,2009,Autumn
Australia,Oceania,South,3,2009,Autumn
Australia,Oceania,South,3,2009,Autumn
Usa,North America,North,3,2009,Spring
Usa,North America,North,3,2009,Spring
New Caledonia,Oceania,South,3,2009,Autumn
South Africa,Africa,South,3,2009,Autumn
New Zealand,Oceania,South,3,2009,Autumn
Australia,Oceania,South,3,2009,Autumn
Australia,Oceania,South,2,2009,Summer
Australia,Oceania,South,2,2009,Summer
Australia,Oceania,South,2,2009,Summer
Australia,Oceania,South,2,2009,Summer
Usa,North America,North,2,2009,Winter
Australia,Oceania,South,2,2009,Summer
Australia,Oceania,South,2,2009,Summer
Cuba,North America,North,1,2009,Winter
New Zealand,Oceania,South,1,2009,Summer
Australia,Oceania,South,1,2009,Summer
South Africa,Africa,South,1,2009,Summer
Brazil,South America,South,1,2009,Summer
Australia,Oceania,South,1,2009,Summer
New Zealand,Oceania,South,1,2009,Summer
Australia,Oceania,South,1,2009,Summer
Australia,Oceania,South,1,2009,Summer
Australia,Oceania,South,1,2009,Summer
Ecuador,South America,South,1,2009,Summer
New Zealand,Oceania,South,1,2009,Summer
Australia,Oceania,South,12,2008,Summer
Australia,Oceania,South,12,2008,Summer
Australia,Oceania,South,12,2008,Summer
Australia,Oceania,South,12,2008,Summer
Australia,Oceania,South,12,2008,Summer
Usa,North America,North,12,2008,Winter
New Zealand,Oceania,South,12,2008,Summer
South Africa,Africa,South,12,2008,Summer
Australia,Oceania,South,12,2006,Summer
Egypt,Africa,South,11,2008,Spring
Philippines,Asia,North,11,2008,Autumn
Ecuador,South America,South,11,2008,Spring
Australia,Oceania,South,11,2008,Spring
Taiwan,Asia,North,11,2008,Autumn
Philippines,Asia,North,11,2008,Autumn
Australia,Oceania,South,10,2008,Spring
New Caledonia,Oceania,South,10,2008,Spring
Australia,Oceania,South,10,2008,Spring
Australia,Oceania,South,10,2008,Spring
Usa,North America,North,10,2008,Autumn
Croatia,Europe,North,10,2008,Autumn
Usa,North America,North,9,2008,Autumn
Usa,North America,North,9,2008,Autumn
Australia,Oceania,South,9,2008,Spring
Usa,North America,North,9,2008,Autumn
Usa,North America,North,9,2008,Autumn
Usa,North America,North,9,2008,Autumn
Australia,Oceania,South,9,2008,Spring
Usa,North America,North,9,2008,Autumn
Usa,North America,North,9,2008,Autumn
Usa,North America,North,9,2008,Autumn
Australia,Oceania,South,8,2008,Winter
Usa,North America,North,8,2008,Summer
England,Europe,North,8,2008,Summer
Usa,North America,North,8,2008,Summer
Usa,North America,North,8,2008,Summer
Usa,North America,North,8,2008,Summer
Usa,North America,North,8,2008,Summer
Usa,North America,North,8,2008,Summer
Usa,North America,North,8,2008,Summer
Usa,North America,North,8,2008,Summer
Usa,North America,North,8,2008,Summer
Usa,North America,North,8,2008,Summer
Australia,Oceania,South,7,2008,Winter
Panama,North America,North,7,2008,Summer
Mexico,North America,North,7,2008,Summer
Usa,North America,North,7,2008,Summer
Usa,North America,North,7,2008,Summer
Usa,North America,North,7,2008,Summer
Usa,North America,North,7,2008,Summer
Usa,North America,North,7,2008,Summer
Usa,North America,North,7,2008,Summer
Usa,North America,North,7,2008,Summer
Egypt,Africa,South,7,2008,Winter
Usa,North America,North,7,2008,Summer
Usa,North America,North,7,2008,Summer
Usa,North America,North,7,2008,Summer
Usa,North America,North,7,2008,Summer
Usa,North America,North,6,2008,Summer
Bahamas,North America,North,6,2008,Summer
South Africa,Africa,South,6,2008,Winter
Usa,North America,North,6,2008,Summer
Usa,North America,North,6,2008,Summer
Brazil,South America,South,6,2008,Winter
Usa,North America,North,6,2008,Summer
Usa,North America,North,6,2008,Summer
Brazil,South America,South,6,2008,Winter
Usa,North America,North,6,2008,Summer
Usa,North America,North,6,2008,Summer
Brazil,South America,South,6,2008,Winter
Usa,North America,North,5,2008,Spring
Bahamas,North America,North,5,2008,Spring
Mexico,North America,North,5,2008,Spring
Mexico,North America,North,5,2008,Spring
Fiji,Oceania,South,5,2008,Autumn
Australia,Oceania,South,5,2008,Autumn
New Caledonia,Oceania,South,5,2008,Autumn
Usa,North America,North,5,2008,Spring
South Africa,Africa,South,5,2008,Autumn
Mexico,North America,North,4,2008,Spring
Usa,North America,North,4,2008,Spring
Usa,North America,North,4,2008,Spring
New Caledonia,Oceania,South,4,2008,Autumn
Usa,North America,North,4,2008,Spring
Usa,North America,North,4,2008,Spring
Usa,North America,North,4,2008,Spring
Australia,Oceania,South,4,2008,Autumn
Mexico,North America,North,4,2008,Spring
Australia,Oceania,South,4,2008,Autumn
Usa,North America,North,4,2008,Spring
Usa,North America,North,3,2008,Spring
Australia,Oceania,South,4,2008,Autumn
Usa,North America,North,4,2008,Spring
South Africa,Africa,South,3,2008,Autumn
Usa,North America,North,3,2008,Spring
Usa,North America,North,3,2008,Spring
Usa,North America,North,3,2008,Spring
Usa,North America,North,3,2008,Spring
Usa,North America,North,3,2008,Spring
Usa,North America,North,3,2008,Spring
Bahamas,North America,North,2,2008,Winter
Usa,North America,North,2,2008,Winter
Australia,Oceania,South,2,2008,Summer
Usa,North America,North,2,2008,Winter
South Africa,Africa,South,1,2008,Summer
Australia,Oceania,South,1,2008,Summer
